CUST_ID,TXN_DATE,TXN_AMOUNT,TXN_TYPE
3,2016-02-25,119702,CREDIT
3,2016-02-02,127207,CREDIT
3,2016-03-17,64425,CREDIT
3,2016-03-02,129546,CREDIT
3,2016-03-17,126187,CREDIT
3,2016-03-27,195673,CREDIT
3,2016-03-07,156043,CREDIT
3,2016-04-13,134817,CREDIT
3,2016-04-26,198035,CREDIT
3,2016-04-13,107918,CREDIT
3,2016-04-04,197723,CREDIT
3,2016-04-14,78021,CREDIT
3,2016-04-02,146532,CREDIT
3,2016-05-27,194467,CREDIT
3,2016-05-21,105558,CREDIT
3,2016-06-04,150711,CREDIT
3,2016-06-22,3376,CREDIT
3,2016-07-07,124030,CREDIT
3,2016-07-06,153307,CREDIT
3,2016-07-10,74655,CREDIT
3,2016-07-13,84960,CREDIT
3,2016-07-06,91843,CREDIT
3,2016-07-03,49288,CREDIT
3,2016-08-24,94615,CREDIT
3,2016-08-14,115055,CREDIT
3,2016-08-17,154637,CREDIT
3,2016-09-08,23123,CREDIT
3,2016-09-01,150704,CREDIT
3,2016-09-27,167815,CREDIT
3,2016-09-07,146614,CREDIT
3,2016-09-09,74599,CREDIT
3,2016-09-10,136615,CREDIT
3,2016-09-03,115661,CREDIT
3,2016-10-24,119488,CREDIT
3,2016-10-24,150649,CREDIT
3,2016-10-25,60467,CREDIT
3,2016-10-22,86145,CREDIT
3,2016-11-27,5810,CREDIT
3,2016-11-17,71571,CREDIT
3,2016-11-02,137924,CREDIT
3,2016-12-01,89483,CREDIT
3,2017-01-06,53251,CREDIT
3,2017-01-01,58005,CREDIT
3,2017-01-22,18737,CREDIT
3,2017-01-07,133790,CREDIT
3,2017-03-15,166866,CREDIT
3,2017-03-11,133904,CREDIT
3,2017-03-21,19166,CREDIT
3,2017-03-12,56282,CREDIT
3,2017-03-08,29842,CREDIT
3,2017-03-18,78247,CREDIT
3,2017-03-27,148985,CREDIT
4,2016-02-21,97540,CREDIT
4,2016-02-27,106020,CREDIT
4,2016-03-21,86026,CREDIT
4,2016-03-03,3103,CREDIT
4,2016-03-20,194813,CREDIT
4,2016-04-18,11296,CREDIT
4,2016-04-26,8026,CREDIT
4,2016-06-08,160935,CREDIT
4,2016-06-01,111581,CREDIT
4,2016-06-13,176262,CREDIT
4,2016-06-14,16581,CREDIT
4,2016-07-11,23619,CREDIT
4,2016-07-14,114775,CREDIT
4,2016-08-11,15031,CREDIT
4,2016-08-26,110826,CREDIT
4,2016-08-17,76289,CREDIT
4,2016-08-13,125472,CREDIT
4,2016-09-02,181748,CREDIT
4,2016-09-11,164467,CREDIT
4,2016-10-22,68367,CREDIT
4,2016-10-07,175406,CREDIT
4,2016-10-05,181739,CREDIT
4,2016-10-09,108835,CREDIT
4,2016-10-09,65167,CREDIT
4,2016-11-06,182255,CREDIT
4,2016-11-09,49328,CREDIT
4,2016-11-08,115364,CREDIT
4,2016-11-09,157880,CREDIT
4,2016-11-07,59234,CREDIT
4,2016-11-14,127745,CREDIT
4,2016-12-17,112994,CREDIT
4,2016-12-25,37779,CREDIT
4,2016-12-12,146329,CREDIT
4,2016-12-15,27436,CREDIT
4,2016-12-25,143945,CREDIT
4,2016-12-06,163351,CREDIT
4,2016-12-09,133220,CREDIT
4,2017-01-22,153210,CREDIT
4,2017-01-04,136120,CREDIT
4,2017-01-12,182282,CREDIT
4,2017-01-10,108323,CREDIT
4,2017-02-07,143197,CREDIT
4,2017-02-08,114935,CREDIT
4,2017-02-22,42017,CREDIT
4,2017-03-19,83953,CREDIT
4,2017-03-17,111622,CREDIT
4,2017-03-24,159108,CREDIT
4,2017-03-26,147958,CREDIT
4,2017-03-24,146906,CREDIT
4,2017-03-01,65324,CREDIT
5,2016-01-17,72136,CREDIT
5,2016-01-27,10669,CREDIT
5,2016-01-08,47098,CREDIT
5,2016-01-10,41245,CREDIT
5,2016-01-18,123584,CREDIT
5,2016-02-14,68354,CREDIT
5,2016-02-27,109643,CREDIT
5,2016-02-24,24470,CREDIT
5,2016-02-11,186938,CREDIT
5,2016-02-16,102365,CREDIT
5,2016-02-24,158527,CREDIT
5,2016-03-13,143999,CREDIT
5,2016-03-15,174607,CREDIT
5,2016-05-22,140401,CREDIT
5,2016-05-26,43127,CREDIT
5,2016-05-15,129690,CREDIT
5,2016-05-18,143281,CREDIT
5,2016-05-20,71274,CREDIT
5,2016-06-16,90007,CREDIT
5,2016-06-26,128251,CREDIT
5,2016-06-26,39655,CREDIT
5,2016-06-14,168920,CREDIT
5,2016-06-10,79011,CREDIT
5,2016-06-06,12918,CREDIT
5,2016-06-07,156814,CREDIT
5,2016-07-04,74080,CREDIT
5,2016-07-12,49536,CREDIT
5,2016-07-19,146571,CREDIT
5,2016-07-19,120806,CREDIT
5,2016-07-23,9675,CREDIT
5,2016-07-04,156962,CREDIT
5,2016-08-22,161255,CREDIT
5,2016-08-05,37885,CREDIT
5,2016-08-12,19882,CREDIT
5,2016-08-22,93616,CREDIT
5,2016-08-03,33251,CREDIT
5,2016-09-19,136231,CREDIT
5,2016-10-21,152374,CREDIT
5,2016-11-17,50449,CREDIT
5,2016-11-07,82655,CREDIT
5,2016-11-17,158857,CREDIT
5,2016-11-16,1453,CREDIT
5,2016-12-17,176433,CREDIT
5,2016-12-19,64403,CREDIT
5,2016-12-07,45731,CREDIT
5,2017-01-11,24599,CREDIT
5,2017-03-08,156670,CREDIT
5,2017-03-10,112878,CREDIT
5,2017-03-12,111202,CREDIT
5,2017-03-20,72012,CREDIT
5,2017-03-16,197634,CREDIT
5,2017-03-22,75829,CREDIT
5,2017-03-26,87709,CREDIT
5,2017-03-06,32130,CREDIT
6,2016-01-22,155459,CREDIT
6,2016-03-13,115651,CREDIT
6,2016-03-11,183548,CREDIT
6,2016-03-12,2035,CREDIT
6,2016-04-20,158212,CREDIT
6,2016-04-11,54088,CREDIT
6,2016-04-20,74125,CREDIT
6,2016-04-17,144934,CREDIT
6,2016-04-18,7973,CREDIT
6,2016-04-07,93231,CREDIT
6,2016-04-13,100735,CREDIT
6,2016-05-08,123272,CREDIT
6,2016-05-02,181182,CREDIT
6,2016-05-24,136955,CREDIT
6,2016-05-07,120016,CREDIT
6,2016-05-01,1616,CREDIT
6,2016-06-21,139669,CREDIT
6,2016-06-15,141606,CREDIT
6,2016-06-04,197816,CREDIT
6,2016-07-03,141153,CREDIT
6,2016-08-11,117400,CREDIT
6,2016-08-13,56871,CREDIT
6,2016-08-26,157094,CREDIT
6,2016-08-24,120608,CREDIT
6,2016-08-25,77575,CREDIT
6,2016-08-19,107072,CREDIT
6,2016-08-25,106820,CREDIT
6,2016-08-16,2368,CREDIT
6,2016-09-09,7150,CREDIT
6,2016-10-19,145597,CREDIT
6,2016-10-26,172187,CREDIT
6,2016-10-12,101239,CREDIT
6,2016-10-05,193612,CREDIT
6,2016-10-02,95122,CREDIT
6,2016-10-08,165575,CREDIT
6,2016-11-17,113590,CREDIT
6,2016-11-07,91492,CREDIT
6,2016-11-22,87632,CREDIT
6,2016-11-14,155279,CREDIT
6,2016-11-01,29317,CREDIT
6,2016-11-09,97991,CREDIT
6,2016-11-14,159453,CREDIT
6,2016-12-16,16543,CREDIT
6,2016-12-07,116999,CREDIT
6,2017-01-27,196938,CREDIT
6,2017-01-09,158993,CREDIT
6,2017-01-07,23228,CREDIT
6,2017-01-25,38944,CREDIT
6,2017-01-15,145922,CREDIT
6,2017-01-09,142828,CREDIT
6,2017-01-19,46728,CREDIT
6,2017-02-26,101578,CREDIT
6,2017-02-07,17693,CREDIT
6,2017-02-02,138829,CREDIT
6,2017-02-22,44154,CREDIT
6,2017-03-19,135786,CREDIT
6,2017-03-14,56474,CREDIT
7,2016-01-12,50553,CREDIT
7,2016-01-23,83246,CREDIT
7,2016-01-21,142520,CREDIT
7,2016-01-12,66746,CREDIT
7,2016-01-10,127985,CREDIT
7,2016-01-04,111374,CREDIT
7,2016-01-18,83864,CREDIT
7,2016-02-12,184724,CREDIT
7,2016-02-19,159171,CREDIT
7,2016-03-02,186629,CREDIT
7,2016-03-16,83471,CREDIT
7,2016-03-09,59473,CREDIT
7,2016-03-10,128886,CREDIT
7,2016-03-27,97970,CREDIT
7,2016-03-18,146963,CREDIT
7,2016-04-02,157313,CREDIT
7,2016-04-03,8748,CREDIT
7,2016-04-14,187504,CREDIT
7,2016-04-04,106536,CREDIT
7,2016-05-07,27196,CREDIT
7,2016-05-12,5709,CREDIT
7,2016-06-11,51590,CREDIT
7,2016-06-15,192812,CREDIT
7,2016-06-03,170786,CREDIT
7,2016-06-12,89143,CREDIT
7,2016-06-12,41099,CREDIT
7,2016-06-07,172067,CREDIT
7,2016-06-12,55848,CREDIT
7,2016-06-08,80278,CREDIT
7,2016-07-08,66115,CREDIT
7,2016-07-04,109357,CREDIT
7,2016-07-08,173453,CREDIT
7,2016-07-24,197663,CREDIT
7,2016-07-05,167720,CREDIT
7,2016-08-25,74408,CREDIT
7,2016-08-23,159483,CREDIT
7,2016-09-18,38255,CREDIT
7,2016-09-11,67108,CREDIT
7,2016-09-13,17464,CREDIT
7,2016-09-25,77355,CREDIT
7,2016-09-03,23953,CREDIT
7,2016-09-05,187401,CREDIT
7,2016-10-07,77041,CREDIT
7,2016-11-25,12790,CREDIT
7,2016-11-12,103888,CREDIT
7,2016-11-09,193926,CREDIT
7,2016-11-18,3625,CREDIT
7,2016-11-02,43024,CREDIT
7,2016-11-13,50869,CREDIT
7,2016-12-11,140149,CREDIT
7,2016-12-25,95074,CREDIT
7,2016-12-19,184124,CREDIT
7,2016-12-23,53660,CREDIT
7,2017-01-23,112565,CREDIT
7,2017-01-12,53111,CREDIT
7,2017-01-03,106315,CREDIT
7,2017-02-07,94420,CREDIT
7,2017-02-23,12117,CREDIT
7,2017-03-08,51319,CREDIT
7,2017-03-16,191055,CREDIT
7,2017-03-11,129969,CREDIT
7,2017-03-24,180050,CREDIT
8,2016-01-21,159947,CREDIT
8,2016-02-15,127611,CREDIT
8,2016-02-09,101871,CREDIT
8,2016-03-01,171664,CREDIT
8,2016-03-08,136487,CREDIT
8,2016-04-17,96158,CREDIT
8,2016-04-11,160576,CREDIT
8,2016-05-24,196688,CREDIT
8,2016-05-06,61522,CREDIT
8,2016-05-15,160167,CREDIT
8,2016-05-07,92777,CREDIT
8,2016-06-25,132604,CREDIT
8,2016-07-04,35418,CREDIT
8,2016-07-12,102975,CREDIT
8,2016-07-04,138091,CREDIT
8,2016-07-12,186802,CREDIT
8,2016-07-09,102246,CREDIT
8,2016-09-02,87734,CREDIT
8,2016-09-04,149655,CREDIT
8,2016-09-08,159769,CREDIT
8,2016-09-11,197314,CREDIT
8,2016-09-25,125826,CREDIT
8,2016-10-03,47959,CREDIT
8,2016-10-21,145332,CREDIT
8,2016-10-17,106141,CREDIT
8,2016-11-27,41206,CREDIT
8,2016-11-09,47052,CREDIT
8,2016-11-06,72238,CREDIT
8,2016-11-26,112682,CREDIT
8,2016-11-09,115771,CREDIT
8,2016-11-13,104534,CREDIT
8,2016-11-03,181320,CREDIT
8,2016-12-06,16169,CREDIT
8,2016-12-22,23063,CREDIT
8,2016-12-05,45450,CREDIT
8,2016-12-22,102315,CREDIT
8,2016-12-26,151075,CREDIT
8,2016-12-25,44191,CREDIT
8,2017-01-10,142671,CREDIT
8,2017-01-26,86523,CREDIT
8,2017-01-26,56032,CREDIT
8,2017-02-03,36325,CREDIT
8,2017-02-03,181475,CREDIT
8,2017-02-15,77564,CREDIT
8,2017-02-10,97228,CREDIT
8,2017-02-26,164339,CREDIT
8,2017-02-19,110290,CREDIT
8,2017-02-10,103246,CREDIT
8,2017-02-16,132499,CREDIT
8,2017-03-12,161153,CREDIT
8,2017-03-10,150573,CREDIT
8,2017-03-04,84861,CREDIT
8,2017-03-04,52983,CREDIT
8,2017-03-07,117505,CREDIT
9,2016-01-08,102025,CREDIT
9,2016-01-17,167712,CREDIT
9,2016-02-18,120416,CREDIT
9,2016-02-26,114073,CREDIT
9,2016-02-09,26563,CREDIT
9,2016-02-11,180879,CREDIT
9,2016-02-22,11117,CREDIT
9,2016-03-18,10807,CREDIT
9,2016-03-23,66163,CREDIT
9,2016-03-04,125694,CREDIT
9,2016-03-16,25781,CREDIT
9,2016-04-07,113529,CREDIT
9,2016-04-26,58694,CREDIT
9,2016-04-16,59284,CREDIT
9,2016-04-21,92968,CREDIT
9,2016-04-06,58037,CREDIT
9,2016-04-11,137040,CREDIT
9,2016-05-17,113158,CREDIT
9,2016-05-06,10607,CREDIT
9,2016-05-23,92075,CREDIT
9,2016-05-23,106934,CREDIT
9,2016-05-25,60120,CREDIT
9,2016-06-20,167353,CREDIT
9,2016-06-20,33575,CREDIT
9,2016-08-25,71731,CREDIT
9,2016-08-11,46448,CREDIT
9,2016-08-11,23681,CREDIT
9,2016-08-17,78049,CREDIT
9,2016-09-14,64628,CREDIT
9,2016-09-11,142609,CREDIT
9,2016-10-19,129212,CREDIT
9,2016-10-14,19436,CREDIT
9,2016-10-14,137325,CREDIT
9,2016-10-13,199195,CREDIT
9,2016-10-21,101172,CREDIT
9,2016-10-21,178453,CREDIT
9,2016-11-15,95969,CREDIT
9,2016-12-10,97496,CREDIT
9,2016-12-02,5030,CREDIT
9,2016-12-14,159335,CREDIT
9,2016-12-06,30309,CREDIT
9,2017-01-02,142096,CREDIT
9,2017-01-06,115269,CREDIT
9,2017-01-04,68931,CREDIT
9,2017-01-01,55019,CREDIT
9,2017-01-16,92784,CREDIT
9,2017-01-01,114548,CREDIT
9,2017-01-19,17141,CREDIT
9,2017-02-19,62010,CREDIT
9,2017-02-10,179892,CREDIT
9,2017-02-24,89363,CREDIT
9,2017-02-20,9470,CREDIT
9,2017-02-04,179994,CREDIT
9,2017-03-14,38552,CREDIT
9,2017-03-27,6848,CREDIT
9,2017-03-12,63812,CREDIT
10,2016-01-21,11953,CREDIT
10,2016-01-21,146224,CREDIT
10,2016-01-02,36690,CREDIT
10,2016-01-11,30112,CREDIT
10,2016-01-18,13679,CREDIT
10,2016-01-12,123733,CREDIT
10,2016-01-24,9355,CREDIT
10,2016-02-13,86040,CREDIT
10,2016-02-16,199115,CREDIT
10,2016-02-03,165634,CREDIT
10,2016-02-12,80493,CREDIT
10,2016-02-20,46725,CREDIT
10,2016-02-03,32401,CREDIT
10,2016-02-06,52293,CREDIT
10,2016-03-23,140721,CREDIT
10,2016-03-19,59266,CREDIT
10,2016-03-07,54080,CREDIT
10,2016-03-24,171661,CREDIT
10,2016-03-26,168528,CREDIT
10,2016-05-10,33836,CREDIT
10,2016-06-20,111380,CREDIT
10,2016-06-11,14457,CREDIT
10,2016-06-07,147426,CREDIT
10,2016-06-14,58063,CREDIT
10,2016-06-04,94059,CREDIT
10,2016-06-15,190808,CREDIT
10,2016-06-02,117116,CREDIT
10,2016-06-11,28822,CREDIT
10,2016-07-22,151792,CREDIT
10,2016-07-15,190151,CREDIT
10,2016-08-26,69863,CREDIT
10,2016-08-03,140938,CREDIT
10,2016-08-19,14544,CREDIT
10,2016-08-01,160541,CREDIT
10,2016-08-26,46714,CREDIT
10,2016-08-09,108775,CREDIT
10,2016-08-19,123993,CREDIT
10,2016-08-19,50215,CREDIT
10,2016-09-13,188970,CREDIT
10,2016-09-10,98768,CREDIT
10,2016-10-16,60900,CREDIT
10,2016-10-24,66501,CREDIT
10,2016-11-07,62561,CREDIT
10,2016-11-01,170536,CREDIT
10,2016-11-01,72649,CREDIT
10,2016-11-17,137149,CREDIT
10,2016-12-14,14362,CREDIT
10,2016-12-02,125768,CREDIT
10,2016-12-10,59218,CREDIT
10,2016-12-24,1959,CREDIT
10,2016-12-23,116760,CREDIT
10,2017-01-18,113210,CREDIT
10,2017-01-24,136480,CREDIT
10,2017-01-22,175796,CREDIT
10,2017-01-09,72316,CREDIT
10,2017-01-10,159813,CREDIT
10,2017-01-01,41743,CREDIT
10,2017-01-16,9535,CREDIT
10,2017-02-23,46995,CREDIT
10,2017-02-13,168593,CREDIT
10,2017-02-04,98211,CREDIT
10,2017-02-08,22145,CREDIT
10,2017-03-03,68700,CREDIT
10,2017-03-27,19469,CREDIT
10,2017-03-14,173702,CREDIT
10,2017-03-10,43492,CREDIT
10,2017-03-12,106031,CREDIT
10,2017-03-16,166789,CREDIT
11,2016-01-10,188876,CREDIT
11,2016-01-15,118684,CREDIT
11,2016-01-13,11472,CREDIT
11,2016-01-08,35216,CREDIT
11,2016-01-04,81251,CREDIT
11,2016-01-10,150524,CREDIT
11,2016-01-20,136938,CREDIT
11,2016-03-21,135616,CREDIT
11,2016-03-17,133289,CREDIT
11,2016-03-10,24074,CREDIT
11,2016-03-10,31065,CREDIT
11,2016-03-25,156353,CREDIT
11,2016-03-13,70389,CREDIT
11,2016-03-02,169497,CREDIT
11,2016-04-02,110155,CREDIT
11,2016-06-27,55886,CREDIT
11,2016-06-02,155601,CREDIT
11,2016-06-15,111945,CREDIT
11,2016-06-02,182675,CREDIT
11,2016-06-16,149764,CREDIT
11,2016-06-22,22872,CREDIT
11,2016-07-26,49042,CREDIT
11,2016-07-21,94994,CREDIT
11,2016-08-26,185701,CREDIT
11,2016-08-07,134455,CREDIT
11,2016-08-19,44252,CREDIT
11,2016-08-26,137559,CREDIT
11,2016-08-03,14622,CREDIT
11,2016-08-07,104372,CREDIT
11,2016-08-19,57590,CREDIT
11,2016-08-27,18894,CREDIT
11,2016-09-25,151571,CREDIT
11,2016-09-19,1528,CREDIT
11,2016-09-11,72954,CREDIT
11,2016-09-12,135311,CREDIT
11,2016-09-06,30699,CREDIT
11,2016-10-13,128148,CREDIT
11,2016-10-13,97105,CREDIT
11,2016-10-09,16091,CREDIT
11,2016-10-22,81716,CREDIT
11,2016-10-06,21422,CREDIT
11,2016-10-21,167722,CREDIT
11,2016-10-21,24293,CREDIT
11,2016-11-25,47946,CREDIT
11,2016-11-22,93446,CREDIT
11,2016-11-24,108393,CREDIT
11,2016-11-11,171375,CREDIT
11,2016-12-03,84916,CREDIT
11,2016-12-08,53580,CREDIT
11,2016-12-10,159653,CREDIT
11,2016-12-25,113322,CREDIT
11,2016-12-03,61903,CREDIT
11,2016-12-19,75134,CREDIT
11,2016-12-19,28678,CREDIT
11,2016-12-08,127541,CREDIT
11,2017-01-24,8598,CREDIT
11,2017-01-07,17522,CREDIT
11,2017-03-05,90656,CREDIT
11,2017-03-12,94900,CREDIT
11,2017-03-05,98096,CREDIT
11,2017-03-03,18540,CREDIT
11,2017-03-24,194971,CREDIT
11,2017-03-02,88555,CREDIT
11,2017-03-04,124058,CREDIT
11,2017-03-08,46127,CREDIT
12,2016-01-18,115345,CREDIT
12,2016-01-07,122025,CREDIT
12,2016-01-26,54786,CREDIT
12,2016-01-09,44787,CREDIT
12,2016-01-24,33484,CREDIT
12,2016-01-09,152552,CREDIT
12,2016-01-14,110969,CREDIT
12,2016-02-23,108474,CREDIT
12,2016-02-10,145114,CREDIT
12,2016-02-03,161979,CREDIT
12,2016-02-08,191674,CREDIT
12,2016-02-03,170873,CREDIT
12,2016-02-26,23832,CREDIT
12,2016-02-17,117980,CREDIT
12,2016-03-12,199061,CREDIT
12,2016-04-25,111695,CREDIT
12,2016-05-22,78873,CREDIT
12,2016-06-04,171489,CREDIT
12,2016-06-03,20497,CREDIT
12,2016-06-17,107560,CREDIT
12,2016-06-05,42199,CREDIT
12,2016-06-14,49997,CREDIT
12,2016-07-20,56959,CREDIT
12,2016-07-26,140631,CREDIT
12,2016-07-21,26444,CREDIT
12,2016-07-10,37108,CREDIT
12,2016-07-10,156536,CREDIT
12,2016-08-23,160274,CREDIT
12,2016-08-18,53754,CREDIT
12,2016-08-24,168544,CREDIT
12,2016-08-13,162149,CREDIT
12,2016-08-17,178145,CREDIT
12,2016-08-16,66096,CREDIT
12,2016-09-11,139816,CREDIT
12,2016-09-04,185443,CREDIT
12,2016-09-11,80522,CREDIT
12,2016-09-13,41438,CREDIT
12,2016-09-19,169969,CREDIT
12,2016-09-02,128466,CREDIT
12,2016-10-03,196651,CREDIT
12,2016-10-13,42987,CREDIT
12,2016-10-07,100758,CREDIT
12,2016-10-04,15345,CREDIT
12,2016-10-13,120953,CREDIT
12,2016-10-05,124574,CREDIT
12,2017-01-05,27646,CREDIT
12,2017-01-15,117448,CREDIT
12,2017-02-02,71069,CREDIT
12,2017-02-08,91655,CREDIT
12,2017-02-23,91487,CREDIT
12,2017-02-19,41322,CREDIT
12,2017-03-15,27548,CREDIT
12,2017-03-16,183796,CREDIT
12,2017-03-08,42692,CREDIT
12,2017-03-19,137295,CREDIT
12,2017-03-02,143586,CREDIT
12,2017-03-01,76668,CREDIT
13,2016-01-21,34623,CREDIT
13,2016-01-10,189948,CREDIT
13,2016-01-27,59489,CREDIT
13,2016-01-14,60558,CREDIT
13,2016-02-10,137773,CREDIT
13,2016-02-02,82463,CREDIT
13,2016-02-02,34991,CREDIT
13,2016-02-17,129819,CREDIT
13,2016-04-05,101354,CREDIT
13,2016-05-22,110133,CREDIT
13,2016-05-20,93590,CREDIT
13,2016-05-22,40108,CREDIT
13,2016-06-27,72643,CREDIT
13,2016-06-26,150470,CREDIT
13,2016-06-15,92357,CREDIT
13,2016-06-24,59279,CREDIT
13,2016-06-27,43849,CREDIT
13,2016-06-11,6685,CREDIT
13,2016-06-23,79600,CREDIT
13,2016-07-15,107581,CREDIT
13,2016-07-09,2831,CREDIT
13,2016-07-26,66704,CREDIT
13,2016-07-10,143721,CREDIT
13,2016-07-09,53879,CREDIT
13,2016-07-07,42474,CREDIT
13,2016-07-21,167869,CREDIT
13,2016-08-23,99525,CREDIT
13,2016-08-09,109709,CREDIT
13,2016-08-25,129835,CREDIT
13,2016-08-06,116681,CREDIT
13,2016-08-09,60528,CREDIT
13,2016-08-21,144132,CREDIT
13,2016-09-10,86584,CREDIT
13,2016-09-21,167479,CREDIT
13,2016-09-06,34537,CREDIT
13,2016-09-10,91705,CREDIT
13,2016-10-23,119377,CREDIT
13,2016-10-22,12277,CREDIT
13,2016-11-19,171651,CREDIT
13,2016-11-27,140931,CREDIT
13,2016-11-13,194205,CREDIT
13,2016-11-21,126485,CREDIT
13,2016-11-27,109491,CREDIT
13,2016-11-27,33383,CREDIT
13,2016-11-13,25826,CREDIT
13,2016-11-19,101372,CREDIT
13,2016-12-17,193782,CREDIT
13,2016-12-22,52285,CREDIT
13,2016-12-21,42363,CREDIT
13,2016-12-19,180180,CREDIT
13,2016-12-25,22421,CREDIT
13,2016-12-10,67478,CREDIT
13,2017-01-26,3312,CREDIT
13,2017-01-26,187305,CREDIT
13,2017-01-01,95777,CREDIT
13,2017-01-04,78810,CREDIT
13,2017-01-16,79634,CREDIT
13,2017-03-21,1585,CREDIT
14,2016-01-19,46625,CREDIT
14,2016-01-17,99184,CREDIT
14,2016-01-08,86074,CREDIT
14,2016-01-22,193508,CREDIT
14,2016-01-05,124057,CREDIT
14,2016-01-27,182586,CREDIT
14,2016-01-08,32771,CREDIT
14,2016-01-08,42674,CREDIT
14,2016-02-23,85889,CREDIT
14,2016-02-17,90714,CREDIT
14,2016-02-11,162225,CREDIT
14,2016-02-17,151568,CREDIT
14,2016-04-06,95182,CREDIT
14,2016-07-19,128388,CREDIT
14,2016-07-11,69987,CREDIT
